lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reserved_eq_assigned_roomtype,binary_response,market_Aviation,market_Complntry,market_Corprt,market_Direct,mar_Groups,market_OffTA,market_OnTA,distr_Corprt,distr_Direct,distr_GDS,distr_TATO,No_Deposit,Non_Refund
396,2,0,2,122.4,0,0,0,0,0,0,122.4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
2,0,2,1,136.85,0,0,0,0,0,0,136.85,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
132,0,3,2,72.25,0,0,0,0,0,0,72.25,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
89,1,5,2,62.0,0,0,0,0,0,0,62.0,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,2,3,2,108.7,0,0,0,0,0,0,108.7,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
253,0,3,2,92.0,0,0,0,0,0,0,92.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
219,2,2,2,81.0,0,0,0,0,0,0,81.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
134,4,10,2,76.5,0,0,0,0,1,0,76.5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
12,2,5,2,66.0,1,0,0,0,2,0,66.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
134,0,1,1,75.0,0,0,0,0,0,0,75.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
311,1,1,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
0,1,0,1,44.0,0,0,0,0,0,0,44.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
73,0,1,2,87.3,0,0,0,0,0,0,87.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
215,1,1,1,75.0,0,0,0,0,0,0,75.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
204,0,1,3,144.0,0,0,0,0,2,0,144.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,0,2,2,199.0,0,0,0,0,0,0,199.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
92,1,2,2,79.0,0,0,1,0,0,0,79.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
29,0,1,2,150.92,0,0,0,0,0,0,150.92,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
13,0,3,2,87.0,0,0,0,0,0,0,87.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
189,1,0,2,85.5,0,0,0,0,0,0,85.5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
296,1,1,2,86.63,0,0,0,0,0,0,86.63,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
71,2,4,2,160.0,0,0,0,0,1,0,160.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
283,1,1,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
120,0,1,2,135.0,0,0,0,0,1,0,135.0,0,4,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
28,0,1,1,84.01,0,0,0,0,1,0,84.01,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,0,2,2,56.0,0,0,0,0,0,0,56.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,0,3,2,98.0,0,0,0,0,0,0,98.0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
314,2,5,2,52.58,0,0,0,0,3,0,52.58,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
422,0,2,2,90.0,0,0,0,0,0,379,90.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
314,0,5,2,107.1,0,0,0,0,0,0,107.1,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
138,1,3,2,87.34,0,0,0,0,0,0,87.34,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
53,2,3,2,75.0,0,0,0,0,0,0,75.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
18,0,2,2,121.0,0,0,0,0,0,0,121.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
44,0,1,2,75.0,0,0,0,0,2,0,75.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
54,2,6,2,90.0,0,0,0,0,0,0,90.0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
167,2,6,2,154.8,0,0,0,0,1,0,154.8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
32,0,2,1,73.0,0,0,1,0,0,0,73.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
247,1,1,2,115.0,0,0,0,0,0,0,115.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
91,2,2,3,178.5,0,0,0,0,2,0,178.5,0,4,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
138,2,2,2,37.8,0,0,0,0,1,0,37.8,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
23,2,4,2,65.0,0,0,0,0,0,0,65.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
18,2,2,2,90.53,0,0,0,0,0,0,90.53,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
61,0,1,2,126.9,0,0,0,0,0,0,126.9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
69,1,2,2,89.1,0,0,0,0,0,0,89.1,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
43,0,1,1,96.0,0,0,0,0,0,0,96.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
62,1,2,2,106.2,0,0,0,0,0,0,106.2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
20,2,2,1,36.0,0,0,0,0,0,0,36.0,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
40,1,1,2,70.0,0,0,0,0,0,40,70.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1,0,1,1,97.0,0,0,0,0,0,0,97.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
72,2,1,2,73.33,0,0,0,0,0,0,73.33,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,1,0
447,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
301,1,1,2,115.0,0,0,0,0,0,0,115.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
64,0,3,2,135.28,0,0,0,0,0,0,135.28,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
217,2,5,2,56.96,0,0,0,0,0,0,56.96,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
226,0,2,2,76.5,0,0,0,0,0,96,76.5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
198,1,2,2,120.0,0,0,0,0,0,0,120.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
53,2,5,2,199.71,0,0,0,0,0,0,199.71,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7,1,1,2,70.0,0,0,0,0,1,0,70.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
235,2,10,2,99.17,0,0,0,0,0,0,99.17,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
52,1,1,1,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
133,2,5,2,132.43,0,0,0,0,0,0,132.43,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
193,1,2,2,132.0,0,0,0,0,0,0,132.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
336,0,2,2,101.5,0,0,1,0,0,0,101.5,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
1,2,2,2,91.38,0,0,0,0,0,0,91.38,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,1,71.0,0,0,0,0,0,0,71.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
46,2,2,2,74.8,0,0,0,0,0,0,74.8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
136,1,2,2,60.0,0,0,1,0,0,0,60.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
63,0,5,2,72.25,0,0,0,0,0,0,72.25,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
175,3,5,2,153.39,0,0,0,0,0,0,153.39,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
220,2,1,2,172.0,0,0,0,0,0,0,172.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
20,0,2,1,89.0,0,0,0,0,0,0,89.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
173,2,1,2,107.1,0,0,0,0,0,0,107.1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
24,2,5,1,72.0,0,0,0,0,1,0,72.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
219,2,5,2,52.0,0,0,0,0,0,0,52.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
267,1,2,2,95.0,0,0,0,0,0,0,95.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
229,2,2,2,118.5,0,0,0,0,0,0,118.5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
78,2,1,3,326.33,0,0,0,0,0,0,326.33,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,2,199.0,0,0,0,0,0,0,199.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
3,0,1,2,46.0,0,0,0,0,0,0,46.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
55,2,0,2,75.0,0,0,0,0,0,0,75.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
177,1,1,2,96.0,0,0,0,0,0,0,96.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
8,1,1,2,173.8,0,0,0,0,0,0,173.8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
23,1,1,2,145.0,0,0,0,0,0,0,145.0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
55,2,1,2,116.1,0,0,0,0,0,0,116.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
113,1,2,2,126.0,0,0,0,0,0,0,126.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
157,1,2,2,108.0,0,0,0,0,0,0,108.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
205,1,2,2,120.0,0,0,0,0,0,0,120.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,1,1,37.0,0,0,0,0,0,0,37.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
17,1,1,2,87.0,0,0,0,0,0,0,87.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
265,0,4,2,101.0,0,0,0,0,0,0,101.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
66,2,0,2,100.0,0,0,0,0,0,0,100.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
35,0,1,2,98.1,0,0,0,0,0,0,98.1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6,0,2,1,35.1,0,0,0,0,0,0,35.1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6,0,2,1,120.0,0,0,0,0,0,0,120.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
338,2,9,2,215.24,0,0,0,0,0,0,215.24,0,4,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
196,1,2,2,114.0,0,0,0,0,0,0,114.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
140,1,1,2,57.8,0,0,0,0,0,0,57.8,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
140,1,5,2,183.83,0,0,0,0,0,0,183.83,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
117,0,2,2,99.85,0,0,0,0,0,0,99.85,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
55,0,2,2,102.6,0,0,0,0,0,0,102.6,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,2,0,2,122.5,0,0,0,0,0,0,122.5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,2,107.0,0,0,0,0,0,0,107.0,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
329,0,4,2,104.4,0,0,0,0,14,0,104.4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
566,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
287,2,4,2,44.5,0,0,0,0,1,0,44.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
275,2,5,2,72.45,0,0,0,0,0,0,72.45,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
65,1,1,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
41,1,2,2,103.5,0,0,0,0,0,0,103.5,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,1,157.0,0,0,0,0,0,0,157.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
91,1,1,2,116.1,0,0,0,0,0,0,116.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
44,0,3,2,133.33,0,0,0,0,0,0,133.33,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
310,0,5,1,82.45,0,0,0,0,0,0,82.45,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
69,2,1,2,222.0,0,0,0,0,1,0,222.0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
57,1,2,3,137.7,0,0,0,0,0,0,137.7,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,0,1,30.0,0,0,0,0,0,0,30.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,1,88.0,0,0,0,0,0,0,88.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
247,2,5,2,82.71,0,0,0,0,0,0,82.71,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
136,0,3,1,0.0,0,0,0,0,1,0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
49,0,3,2,177.47,0,0,0,0,1,0,177.47,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
225,1,4,1,99.9,0,0,0,0,0,0,99.9,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
349,1,5,2,90.0,0,0,0,0,0,162,90.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
210,2,3,2,90.95,0,0,0,0,0,0,90.95,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
120,1,1,2,94.5,0,0,0,0,0,0,94.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
198,1,2,2,120.0,0,0,0,0,0,0,120.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
166,1,3,2,73.8,0,0,0,0,0,0,73.8,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
56,1,1,2,85.5,0,0,0,0,0,0,85.5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
159,2,5,2,108.0,0,0,0,0,0,0,108.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,5,2,46.2,0,0,0,0,2,0,46.2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
27,1,3,2,152.0,0,0,0,0,0,0,152.0,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
88,0,3,2,132.3,0,0,0,0,0,0,132.3,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
171,4,5,2,104.85,0,1,0,1,0,11,104.85,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
96,0,2,2,144.0,0,0,0,0,0,0,144.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
363,2,5,2,66.0,0,0,0,0,1,0,66.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
37,1,3,2,37.8,0,0,0,0,0,0,37.8,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,2,2,2,54.71,0,0,0,0,0,0,54.71,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
58,1,0,2,79.2,0,0,0,0,0,0,79.2,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
160,1,4,2,113.9,0,0,0,0,1,0,113.9,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2,0,3,2,72.0,0,1,0,1,2,0,72.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
88,0,2,2,90.0,0,0,0,0,0,0,90.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
121,2,2,2,88.4,0,0,0,0,0,0,88.4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
303,2,1,2,93.38,0,0,0,0,0,0,93.38,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,1,45.0,0,0,0,0,0,0,45.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
96,2,1,2,94.5,0,0,0,0,0,0,94.5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
194,2,5,2,87.0,0,0,0,0,0,0,87.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
223,6,15,2,93.5,0,0,0,0,0,0,93.5,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
302,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
116,2,5,2,67.41,0,0,0,0,0,0,67.41,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,0,0,2,0.0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
277,2,5,2,92.57,0,0,0,0,0,0,92.57,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
161,1,1,2,121.5,0,0,0,0,0,0,121.5,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
43,0,3,1,85.07,0,0,0,0,0,0,85.07,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
253,2,5,2,58.95,0,0,1,0,0,0,58.95,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
233,1,2,2,105.0,0,0,0,0,0,0,105.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
5,0,1,2,231.0,0,1,0,1,0,0,231.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
365,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
9,1,0,2,34.0,0,0,0,0,0,0,34.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
68,0,2,2,75.0,0,0,1,0,0,0,75.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
85,0,2,1,81.9,0,0,0,0,1,0,81.9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
69,1,4,2,74.8,0,0,0,0,0,0,74.8,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
17,0,3,2,141.0,0,0,0,0,0,0,141.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,0,2,2,147.3,0,0,0,0,0,0,147.3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
30,2,3,2,176.0,0,0,0,0,0,0,176.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
69,0,3,2,93.52,0,0,0,0,0,0,93.52,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
124,2,1,2,72.25,0,0,0,0,0,0,72.25,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
35,1,1,2,75.0,0,0,0,0,0,0,75.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
71,2,5,2,96.9,0,0,0,0,0,0,96.9,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
26,1,1,2,90.0,0,0,0,0,2,0,90.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,1,4,2,60.4,0,0,0,0,0,0,60.4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
30,0,2,2,58.0,0,0,0,0,0,0,58.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
203,0,0,2,0.0,0,0,0,0,1,0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
184,0,3,3,149.4,0,0,0,0,0,0,149.4,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
11,0,2,2,113.4,0,0,0,0,0,0,113.4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
170,2,2,3,145.88,0,0,0,0,0,0,145.88,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
186,0,2,2,130.0,0,0,0,0,0,0,130.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
111,2,5,2,125.0,0,0,0,0,0,0,125.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
40,0,2,2,46.0,0,0,0,0,0,0,46.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,1,0,2,148.0,0,0,0,1,0,0,148.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,2,1,38.0,0,0,0,0,0,0,38.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
331,2,5,1,109.67,0,0,0,0,0,0,109.67,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
65,0,3,2,89.25,0,0,0,0,0,0,89.25,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
236,2,4,2,129.33,0,0,1,0,0,0,129.33,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,1,0,2,107.0,0,0,0,0,0,0,107.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
67,2,0,2,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
27,1,0,2,118.15,0,0,0,0,0,8,118.15,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
124,2,5,2,67.79,0,0,0,0,0,0,67.79,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
276,2,5,2,125.43,0,0,0,0,0,0,125.43,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4,2,1,1,42.0,0,0,0,0,0,0,42.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6,0,1,2,74.0,0,0,0,0,0,0,74.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
8,0,2,2,65.0,0,0,1,3,0,0,65.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
258,0,2,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
53,2,0,1,88.2,0,0,0,0,0,0,88.2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
391,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
36,2,5,2,43.4,0,0,0,0,0,0,43.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
266,2,5,2,81.0,0,0,0,0,0,0,81.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
44,0,2,2,75.0,0,0,0,0,0,0,75.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1,0,1,2,173.5,0,0,0,0,0,0,173.5,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
140,0,3,1,65.0,0,0,0,0,2,87,65.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
175,0,1,1,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
159,1,1,2,70.0,0,0,0,0,0,0,70.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
42,2,5,2,71.0,0,0,0,0,0,0,71.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
20,0,3,2,80.0,0,0,0,0,0,0,80.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
53,2,4,2,88.4,0,0,0,0,0,0,88.4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
93,0,2,2,103.5,0,0,0,0,0,0,103.5,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
88,1,1,2,82.0,0,0,0,0,0,0,82.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
77,2,2,2,100.3,0,0,0,0,0,0,100.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
13,1,2,2,149.33,0,0,0,0,0,0,149.33,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
29,2,4,2,146.0,0,0,0,0,0,0,146.0,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
178,0,2,2,117.6,0,0,0,0,0,0,117.6,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
287,1,3,2,46.5,0,0,0,0,0,0,46.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
38,0,1,1,75.0,0,0,0,0,0,0,75.0,0,0,1,-1,0,0,1,0,0,0,0,1,0,0,0,0,1
28,2,0,2,89.0,0,0,0,0,0,0,89.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
82,1,2,1,133.98,0,0,0,0,0,0,133.98,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
72,1,2,2,178.0,0,0,0,0,0,0,178.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
113,2,7,2,82.0,0,0,0,0,1,0,82.0,0,2,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
80,1,1,1,157.5,0,0,0,0,0,0,157.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
11,0,3,3,161.8,0,0,0,0,0,0,161.8,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
147,2,1,2,140.0,0,0,0,0,0,0,140.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
68,0,2,2,75.0,0,0,1,0,0,0,75.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
42,0,3,2,95.38,0,0,0,0,0,0,95.38,0,1,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
5,0,3,2,250.0,0,0,0,0,1,0,250.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
